recipe_id,source,name,original_name,original_title,category,region,city,servings,step_count,ingredient_count,tool_count
16,Artusi,Compound Semolina Soup II,,Minestra di semolino composta II,Soups and broths,,,5.0,6,7,3
17,Artusi,Krapfen Soup,,Minestra diKrapfen,Soups and broths,,,7.0,6,7,5
18,Artusi,Paradise Soup,,Minestra del paradiso,Soups and broths,,,6.0,4,6,3
19,Artusi,Strained Meat Soup,,Minestra di carne passata,Soups and broths,,,4.0,7,10,9
20,Artusi,Passatelli Soup,,Minestra di passatelli,Soups and broths,,,4.0,3,6,3
21,Artusi,Meat Passatelli Soup,,Minestra di passatelli di carne,Soups and broths,,,6.0,5,9,5
22,Artusi,Ricotta-based Soup,,Minestra a base di ricotta,Soups and broths,,,,4,2,3
23,Artusi,Semolina Dumpling Soup (Hazelnut-sized),,Minestra di nocciuole di semolino,Soups and broths,,,5.0,7,10,5
24,Artusi,Flour Dumpling Soup,,Minestra di bomboline di farina,Soups and broths,,,8.0,5,4,4
25,Artusi,Ricotta brick soup,,Minestra di mattoncini di ricotta,Soups and broths,,,5.0,7,7,8
26,Artusi,Mille Fanti Soup,,Minestra di mille fanti,Soups and broths,,,,4,6,4
27,Artusi,Compound Milk Soup,,Minestra di latte composta,Soups and broths,,,8.0,7,7,3
28,Artusi,Angelic Bread Soup,,Minestra di pane angelico,Soups and broths,,,10.0,6,9,4
29,Artusi,Potato Dumpling Soup,,Minestra di bomboline di patate,Soups and broths,,,8.0,5,10,6
30,Artusi,Rice Dumpling Soup,,Minestra di bomboline di riso,Soups and broths,,,6.0,5,7,1
31,Artusi,Two-Colored Soup,,Minestra di due colori,Soups and broths,,,8.0,6,10,4
32,Artusi,Stuffed Soup,,Zuppa ripiena,Soups and broths,,,,7,12,5
33,Artusi,Caesar's Mushroom Soup (Zuppa di ovoli),,Zuppa di ovoli,Soups and broths,,,6.0,8,11,6
34,Artusi,Yellow Pumpkin Soup,,Zuppa di zucca gialla,Soups and broths,,,6.0,6,6,5
35,Artusi,Puréed Pea Soup (Meat-based),,"Zuppa di purè di piselli, di grasso",Soups and broths,,,6.0,9,10,4
36,Artusi,Zuppasanté (Healthy Soup),,Zuppasanté,Soups and broths,,,,6,12,5
37,Artusi,Sorrel Soup,,Zuppa di acetosa,Soups and broths,,,5.0,8,8,5
38,Artusi,Soup on meat sauce,,Zuppa sul sugo di carne,Soups and broths,,,4.0,8,13,5
39,Artusi,Queen's Soup,,Zuppa regina,Soups and broths,,,,8,9,7
40,Artusi,Spanish-style Soup,,Zuppa alla spagnuola,Soups and broths,,,10.0,7,11,6
41,Artusi,Zuppa di pane d'uovo (Egg Bread Soup),,Zuppa di pane d'uovo,Soups and broths,,,6.0,9,5,6
42,Artusi,Rice and Luganighe Sausage,,Risi e luganighe,Soups and broths,,,,6,7,4
43,Artusi,Riso alla cacciatora (Hunter's Style Rice),,Riso alla cacciatora,Soups and broths,,,2.0,5,12,2
44,Artusi,Quail with Rice,,Quaglie col riso,Soups and broths,,,4.0,6,9,2
45,Artusi,Malfattini,,Malfattini,Soups and broths,,,,7,8,5
46,Artusi,Cuscussù,,Cuscussù,Soups and broths,,,6.0,15,15,10
47,Artusi,Minestrone,,Minestrone,Soups and broths,,,4.0,7,19,4
48,Artusi,Semolina Passatelli,,Passatelli di semolino,Soups and broths,,,6.0,6,9,2
49,Artusi,Rice with Zucchini,,Riso con zucchini,Soups and broths,,,,6,9,3
50,Artusi,French-style Onion Soup,,Zuppa con le cipolle alla francese,Soups and broths,,,5.0,8,8,4
51,Artusi,Bolognese-style Strichetti,,Strichetti alla bolognese,Soups and broths,,,5.0,6,5,3
52,Artusi,Shrimp Soup with Meat Sauce,,Zuppa di gamberi col sugo di carne,Soups and broths,,,4.0,7,9,4
53,Artusi,Stefani-style Soup,,Zuppa alla stefani,Soups and broths,,,6.0,9,15,6
54,Artusi,Parma-style Anolini,,Anolini alla parmigiana,Soups and broths,,,4.0,8,13,6
55,Artusi,Tortelli,,Tortelli,"Pasta, rice and polenta",,,3.0,6,12,5
56,Artusi,Lean Pea Purée Soup,,Zuppa di purè di piselli di magro,"Pasta, rice and polenta",,,6.0,8,12,4
57,Artusi,Bean Soup,,Zuppa di fagiuoli,"Pasta, rice and polenta",,,4.0,7,11,5
58,Artusi,Tuscan Peasant-Style Lean Soup,,Zuppa toscana di magro alla contadina,"Pasta, rice and polenta",,,6.0,10,17,6
59,Artusi,Yellow Polenta (Farinata Gialla di Magro),,Farinata gialla di magro,"Pasta, rice and polenta",,,4.0,9,9,3
60,Artusi,Meatless Semolina,,Semolino di magro,"Pasta, rice and polenta",,,,4,7,2
61,Artusi,Lentil Soup,,Zuppa di lenticchie,"Pasta, rice and polenta",,,,4,2,2
62,Artusi,Lean Soup with Telline Clams,,Zuppa di magro colle telline,"Pasta, rice and polenta",,,7.0,7,8,3
63,Artusi,Spaghetti with telline clams,,Spaghetti con le telline,"Pasta, rice and polenta",,,,5,4,3
64,Artusi,Frog Soup,,Zuppa di ranocchi,"Pasta, rice and polenta",,,4.0,12,15,3
65,Artusi,Soup with Mullet Broth,,Zuppa col brodo di muggine,"Pasta, rice and polenta",,,7.0,11,14,6
66,Artusi,Carthusian Soup,,Zuppa alla certosina,"Pasta, rice and polenta",,,4.0,9,15,6
67,Artusi,Pastina or Capellini in Shi Drum Broth,,Pastine o capellini sul brodo di ombrina,"Pasta, rice and polenta",,,3.0,5,7,3
68,Artusi,Dried Pea Purée Soup,,Zuppa di purè di piselli secchi,"Pasta, rice and polenta",,,,8,11,6
69,Artusi,Tagliatelle with Prosciutto,,Tagliatelle col prosciutto,"Pasta, rice and polenta",,,,6,13,5
70,Artusi,Green Tagliatelle,,Tagliatelle verdi,"Pasta, rice and polenta",,,4.0,7,5,6
71,Artusi,"Tagliatelle, Romagna-style",,Tagliatelle all'uso di romagna,"Pasta, rice and polenta",,,,4,3,1
72,Artusi,Risotto with Wedge Clams,,Risotto colle telline,"Pasta, rice and polenta",,,,7,18,7
73,Artusi,Risotto with Tench,,Risotto colle tinche,"Pasta, rice and polenta",,,6.0,9,17,2
74,Artusi,"Black risotto with cuttlefish, Florentine style",,Risotto nero colle seppie alla fiorentina,"Pasta, rice and polenta",,,,7,11,2
75,Artusi,Risotto with peas,,Risotto coi piselli,"Pasta, rice and polenta",,,5.0,7,7,4
76,Artusi,Risotto with mushrooms,,Risotto coi funghi,"Pasta, rice and polenta",,,3.0,9,15,4
77,Artusi,Risotto with Tomatoes,,Risotto coi pomodori,"Pasta, rice and polenta",,,,4,6,2
78,Artusi,Risotto alla milanese I,,Risotto alla milanese I,"Pasta, rice and polenta",,,5.0,4,6,1
79,Artusi,Risotto alla milanese II,,Risotto alla milanese II,"Pasta, rice and polenta",,,5.0,6,8,3
80,Artusi,Risotto alla milanese III,,Risotto alla milanese III,"Pasta, rice and polenta",,,3.0,6,7,3
81,Artusi,Risotto with Frogs,,Risotto coi ranocchi,"Pasta, rice and polenta",,,,11,15,3
82,Artusi,Risotto with shrimp,,Risotto coi gamberi,"Pasta, rice and polenta",,,8.0,10,15,5
83,Artusi,Risotto with fish broth,,Risotto col brodo di pesce,"Pasta, rice and polenta",,,,8,14,3
84,Artusi,French-style Maccheroni,,Maccheroni alla francese,"Pasta, rice and polenta",,,,5,8,4
85,Artusi,Neapolitan-style Macaroni,,Maccheroni alla napoletana,"Pasta, rice and polenta",,,,10,15,5
86,Artusi,Neapolitan-style Maccheroni,,Maccheroni alla napoletana,"Pasta, rice and polenta",,,3.0,6,10,2
87,Artusi,Macaroni Bolognese-style,,Maccheroni alla bolognese,"Pasta, rice and polenta",,,,7,17,3
88,Artusi,"Maccheroni with sardines, Sicilian style",,Maccheroni con le sarde alla siciliana,"Pasta, rice and polenta",,,6.0,10,10,5
89,Artusi,Potato Gnocchi,,Gnocchi di patate,"Pasta, rice and polenta",,,,8,8,4
90,Artusi,Yellow Flour Gnocchi,,Gnocchi di farina gialla,"Pasta, rice and polenta",,,,5,7,4
91,Artusi,"Pappardelle, Arezzo-style",,Pappardelle all'aretina,"Pasta, rice and polenta",,,,13,16,4
92,Artusi,Pasta alla Cacciatora,,Paste alla cacciatora,"Pasta, rice and polenta",,,4.0,6,11,3
93,Artusi,Pasta with Teal,,Paste con le arzavole,"Pasta, rice and polenta",,,5.0,7,17,2
94,Artusi,Pappardelle with Rabbit Sauce,,Pappardelle col sugo di coniglio,"Pasta, rice and polenta",,,,8,14,3
95,Artusi,Pappardelle with Hare I,,Pappardelle colla lepre I,"Pasta, rice and polenta",,,5.0,8,14,7
96,Artusi,Pappardelle with Hare II,,Pappardelle colla lepre II,"Pasta, rice and polenta",,,,8,15,2
97,Artusi,Ravioli,,Ravioli,"Pasta, rice and polenta",,,,6,12,7
98,Artusi,"Ravioli, Romagna-style",,Ravioli all'uso di romagna,"Pasta, rice and polenta",,,,5,9,4
99,Artusi,Genoese-style Ravioli,,Ravioli alla genovese,"Pasta, rice and polenta",,,,6,14,4
100,Artusi,Spaghetti with Anchovies,,Spaghetti colle acciughe,"Pasta, rice and polenta",,,4.0,5,7,3
101,Artusi,Spaghetti with Hake,,Spaghetti coi naselli,"Pasta, rice and polenta",,,5.0,8,12,4
102,Artusi,Spaghetti with Cuttlefish Sauce,,Spaghetti col sugo di seppie,"Pasta, rice and polenta",,,5.0,8,12,4
103,Artusi,Lenten Spaghetti,,Spaghetti da quaresima,"Pasta, rice and polenta",,,5.0,4,7,2
104,Artusi,Rustic-style Spaghetti,,Spaghetti alla rustica,"Pasta, rice and polenta",,,4.0,7,10,5
105,Artusi,Spaghetti with peas,,Spaghetti coi piselli,"Pasta, rice and polenta",,,6.0,6,12,6
106,Artusi,Spaghetti with Balsamella (Béchamel),,Spaghetti con la balsamella,"Pasta, rice and polenta",,,4.0,5,5,4
107,Artusi,Puréed Herb Soup,,Minestra di erbe passate,"Pasta, rice and polenta",,,,9,19,5
108,Artusi,Caper Crostini,,Crostini di capperi,Appetizers,,,,8,11,5
109,Artusi,Truffle Crostini,,Crostini di tartufi,Appetizers,,,,4,3,2
110,Artusi,Chicken Liver Crostini,,Crostini di fegatini di pollo,Appetizers,,,,9,16,3
111,Artusi,Chicken Liver Crostini with Sage,,Crostini di fegatini di pollo con la salvia,Appetizers,,,,12,13,8
112,Artusi,Woodcock Crostini,,Crostini di beccaccia,Appetizers,,,,8,11,3
113,Artusi,Assorted Crostini,,Crostini diversi,Appetizers,,,,6,6,4
114,Artusi,Sandwiches,,Sandwichs,Appetizers,,,,3,5,1
115,Artusi,Chicken Liver and Anchovy Crostini,,Crostini di fegatini e acciughe,Appetizers,,,,5,6,2
116,Artusi,Spleen Crostini,,Crostini di milza,Appetizers,,,,5,11,4
117,Artusi,Flowered Crostini,,Crostini fioriti,Appetizers,,,,3,4,1
118,Artusi,Creamed Salt Cod (Baccalà Montebianco),,Baccalà montebianco,Appetizers,,,8.0,5,6,3
119,Artusi,Salsa verde (Green Sauce),,Salsa verde,Sauces,,,,4,8,3
120,Artusi,Salsa Verde (Sauce Ravigote),,"Salsa verde, che i francesi chiamano «sauce ravigote»",Sauces,,,,4,13,5
121,Artusi,Caper and Anchovy Sauce,,Salsa di capperi e acciughe,Sauces,,,,6,7,3
122,Artusi,Lean Sauce for Dry Pasta,,Salsa di magro per paste asciutte,Sauces,,,5.0,9,12,4
123,Artusi,Maître d'hôtel sauce,,Salsa allamaître d'hôtel,Sauces,,,,5,6,5
124,Artusi,White Sauce,,Salsa bianca,Sauces,,,,4,7,2
125,Artusi,Tomato Sauce,,Salsa di pomodoro,Sauces,,,,4,9,3
126,Artusi,Mayonnaise sauce,,Salsa maionese,Sauces,,,,4,6,1
127,Artusi,Spicy Sauce I,,Salsa piccante I,Sauces,,,,4,7,1
128,Artusi,Spicy Sauce II,,Salsa piccante II,Sauces,,,,5,9,3
129,Artusi,Yellow sauce for boiled fish,,Salsa gialla per pesce lesso,Sauces,,,,6,9,1
130,Artusi,Hollandaise sauce,,Salsa olandese,Sauces,,,,4,6,3
131,Artusi,Sauce for grilled fish,,Salsa per pesce in gratella,Sauces,,,,5,4,4
132,Artusi,Caper Sauce for Boiled Fish,,Salsa con capperi per pesce lesso,Sauces,,,,5,9,5
133,Artusi,Salsa Tonnata (Tuna Sauce),,Salsa tonnata,Sauces,,,,4,8,3
134,Artusi,Genoese sauce for boiled fish,,Salsa genovese per pesce lesso,Sauces,,,,5,12,3
135,Artusi,Pope's Sauce,,Salsa del papa,Sauces,,,,6,8,2
136,Artusi,Truffle Sauce,,Salsa tartufata,Sauces,,,,6,11,6
137,Artusi,Balsamella (Béchamel Sauce),,Balsamella,Sauces,,,,3,3,2
138,Artusi,Bell Pepper Sauce,,Salsa di peperoni,Sauces,,,,7,6,3
139,Artusi,Soft-boiled and Hard-boiled Eggs,,Uova a bere e sode,"Vegetables, eggs and legumes",,,,4,1,1
140,Artusi,Poached Eggs,,Uova affogate,"Vegetables, eggs and legumes",,,,5,11,4
141,Artusi,Scrambled Eggs,,Uova stracciate,"Vegetables, eggs and legumes",,,3.0,6,7,7
142,Artusi,Egg Yolks on Canapés,,Rossi d'uovo al canapè,"Vegetables, eggs and legumes",,,5.0,10,9,5
143,Artusi,Stuffed Eggs I,,Uova ripiene I,"Vegetables, eggs and legumes",,,,7,10,3
144,Artusi,Stuffed Eggs II,,Uova ripiene II,"Vegetables, eggs and legumes",,,6.0,9,10,6
145,Artusi,Various Frittatas,,Frittate diverse,"Vegetables, eggs and legumes",,,,8,14,4
146,Artusi,Frittata with Prosciutto Chunks (Frittata in zoccoli),,Frittata in zoccoli,"Vegetables, eggs and legumes",,,,5,4,1
147,Artusi,Onion Frittata,,Frittata di cipolle,"Vegetables, eggs and legumes",,,,6,5,5
148,Artusi,Spinach Frittata,,Frittata di spinaci,"Vegetables, eggs and legumes",,,,6,6,6
149,Artusi,Green Bean Frittata,,Frittata di fagiolini in erba,"Vegetables, eggs and legumes",,,,5,8,5
150,Artusi,Cauliflower Frittata,,Frittata di cavolfiore,"Vegetables, eggs and legumes",,,,5,7,1
151,Artusi,Curly Frittata Side Dish,,Frittata in riccioli per contorno,"Vegetables, eggs and legumes",,,,6,7,6
152,Artusi,Frittata with Milk-Fed Veal Kidney,,Frittata colla pietra di vitella di latte,"Vegetables, eggs and legumes",,,,7,8,5
153,Artusi,Pasta Matta (Simple Dough),,Pasta matta,"Doughs, batters and fillings",,,,3,3,1
154,Artusi,Puff Pastry,,Pasta sfoglia,"Doughs, batters and fillings",,,,12,8,7
155,Artusi,Half Puff Pastry,,Pasta sfoglia a metà,"Doughs, batters and fillings",,,,3,4,0
156,Artusi,Frying Batter,,Pastella per le fritture,"Doughs, batters and fillings",,,,5,6,3
157,Artusi,Batter for Fried Meats,,Pastella per fritti di carne,"Doughs, batters and fillings",,,,9,17,5
158,Artusi,Dough for cold meat pies,,Pasta per pasticci diacci di carne,"Doughs, batters and fillings",,,,3,4,1
159,Artusi,Pastry for Game Pies,,Pasta per pasticci di cacciagione,"Doughs, batters and fillings",,,,1,0,0
160,Artusi,Stuffing for Chickens,,Ripieno pei polli,"Doughs, batters and fillings",,,,9,19,6
161,Artusi,Meat filling for puff pastry turnovers,,Ripieno di carne per pasticcini di pasta sfoglia,"Doughs, batters and fillings",,,,12,13,5
162,Artusi,Fried Stuffed Pasta,,Fritto di pasta ripiena,Fried dishes,,,,6,3,3
163,Artusi,Fried Ricotta,,Fritto di ricotta,Fried dishes,,,,7,9,3
164,Artusi,Mostarda-Stuffed Fritters,,Fritto ripieno di mostarda,Fried dishes,,,,8,7,4
165,Artusi,Fried Apples,,Fritto di mele,Fried dishes,,,,7,4,3
166,Artusi,Fried Cardoons,,Fritto di cardoni,Fried dishes,,,,7,6,3
167,Artusi,Fried Fennel,,Fritto di finocchi,Fried dishes,,,,5,5,3
168,Artusi,Fried Carrots,,Carote fritte,Fried dishes,,,,5,5,3
169,Artusi,Fried Peaches,,Fritto di pesche,Fried dishes,,,,4,3,2
170,Artusi,Fried Semolina,,Fritto di semolino,Fried dishes,,,,8,10,7
171,Artusi,Semolina Fritters,,Pallottole di semolino,Fried dishes,,,,8,10,6
172,Artusi,Lodi-style Polenta Fritters,,Frittelle di polenta alla lodigiana,Fried dishes,,,,10,8,6
173,Artusi,Fried Pork Liver,,Fegato di maiale fritto,Fried dishes,,,,4,7,2
174,Artusi,Fried Testicles,,Granelli fritti,Fried dishes,,,,5,5,4
175,Artusi,Bolognese-style Mixed Fry (Fine Croquettes),,Fritto composto alla bolognese,Fried dishes,,,,9,11,5
176,Artusi,Roman-style Fritters I,,Fritto alla romana I,Fried dishes,,,20.0,9,14,4
177,Artusi,Roman-style Fritters II,,Fritto alla romana II,Fried dishes,,,,5,10,4
178,Artusi,Rice Fritters I,,Frittelle di riso I,Fried dishes,,,,7,15,4
179,Artusi,Rice Fritters II,,Frittelle di riso II,Fried dishes,,,,8,11,5
180,Artusi,Semolina Fritters,,Frittelle di semolino,Fried dishes,,,4.0,4,9,2
181,Artusi,Tondone Fritters,,Frittelle di tondone,Fried dishes,,,6.0,9,10,5
182,Artusi,Krapfen I,,KrapfenI,Fried dishes,,,12.0,10,22,9
183,Artusi,Bombe and Piped Doughnuts,,Bombe e pasta siringa,Fried dishes,,,4.0,9,9,8
184,Artusi,Composite Bombs,,Bombe composte,Fried dishes,,,6.0,7,7,5
185,Artusi,Semolina Bombs,,Bombe di semolino,Fried dishes,,,,6,8,3
186,Artusi,Fried Artichokes,,Carciofi fritti,Fried dishes,,,,7,8,5
187,Artusi,Artichoke Cutlets,,Cotolette di carciofi,Fried dishes,,,,10,12,10
188,Artusi,Fried Zucchini I,,Zucchini fritti I,Fried dishes,,,,5,4,5
189,Artusi,Fried Zucchini II,,Zucchini fritti II,Fried dishes,,,,5,4,3
190,Artusi,Ciambelline (Little Doughnuts),,Ciambelline,Fried dishes,,,16.0,13,9,8
191,Artusi,Donzelline,,Donzelline,Fried dishes,,,,6,7,5
192,Artusi,Fried Chifels,,Fritto di chifels,Fried dishes,,,,9,7,5
193,Artusi,Fried Amaretti,,Amaretti fritti,Fried dishes,,,,5,8,1
194,Artusi,Crescente,,Crescente,Fried dishes,,,,2,5,1
195,Artusi,Crescioni,,Crescioni,Fried dishes,,,,10,11,5
196,Artusi,Croquettes,,Crocchette,Fried dishes,,,,4,3,1
197,Artusi,Sweetbread Croquettes,,Crocchette di animelle,Fried dishes,,,10.0,5,16,6
198,Artusi,Simple Rice Croquettes,,Crocchette di riso semplici,Fried dishes,,,,5,7,4
199,Artusi,Composite Rice Croquettes,,Crocchette di riso composte,Fried dishes,,,,5,5,2
200,Artusi,Potato Croquettes,,Crocchette di patate,Fried dishes,,,,7,10,6
201,Artusi,Stuffed Potato Balls,,Pallottole di patate ripiene,Fried dishes,,,,8,15,4
202,Artusi,Little Rice Pears,,Perine di riso,Fried dishes,,,,10,15,4
203,Artusi,Fried Skewers,,Fritto negli stecchini,Fried dishes,,,,6,11,4
204,Artusi,Lamb Frittata,,Agnello in frittata,Fried dishes,,,,6,5,4
205,Artusi,Golden Chicken I,,Pollo dorato I,Fried dishes,,,,8,11,2
206,Artusi,Gilded Chicken II,,Pollo dorato II,Fried dishes,,,,7,7,4
207,Artusi,Petti di Pollo alla Scarlatta (Scarlet Chicken Breasts),,Petti di pollo alla scarlatta,Fried dishes,,,4.0,9,11,5
208,Artusi,Pollo alla cacciatora,,Pollo alla cacciatora,Fried dishes,,,,8,9,3
209,Artusi,Fried Chicken with Tomatoes,,Pollo fritto coi pomodori,Fried dishes,,,,6,5,2
210,Artusi,Liver with White Wine,,Fegato col vino bianco,Fried dishes,,,,6,7,2
211,Artusi,Liver alla Cacciatora,,Fegato alla cacciatora,Fried dishes,,,,10,7,2
212,Artusi,Castagnole I,,Castagnole I,Fried dishes,,,,6,9,3
213,Artusi,Castagnole II,,Castagnole II,Fried dishes,,,,6,8,4
214,Artusi,Fried Cream I,,Crema fritta I,Fried dishes,,,,6,10,6
215,Artusi,Fried Cream II,,Crema fritta II,Fried dishes,,,8.0,5,9,4
216,Artusi,Lamb's Head,,Testicciuola d'agnello,Fried dishes,,,,1,2,0
217,Artusi,Lamb's Coratella Bolognese-style,,Coratella d'agnello alla bolognese,Fried dishes,,,,6,9,2
218,Artusi,Bolognese-style Fried Lamb,,Fritto d'agnello alla bolognese,Fried dishes,,,,2,1,2
219,Artusi,Fried Rabbit,,Coniglio fritto,Fried dishes,,,,1,2,1
220,Artusi,Padded Cutlets,,Cotolette imbottite,Fried dishes,,,,8,13,4
221,Artusi,"Milk-fed veal cutlets, 'uccelletto' style",,Bracioline di vitella di latte all'uccelletto,Fried dishes,,,,7,7,2
222,Artusi,Saltimbocca alla romana,,Saltimbocca alla romana,Fried dishes,,,3.0,6,6,2
223,Artusi,Stuffed Bread Bites,,Bocconi di pane ripieni,Fried dishes,,,,10,15,6
224,Artusi,Garisenda-style Fried Bites,,Fritto alla garisenda,Fried dishes,,,,7,9,3
225,Artusi,"Fried Brains, Sweetbreads, Backstrips, Testicles, etc.",,"Cervello, animelle, schienali, testicciuola, ecc.",Fried dishes,,,,1,4,0
226,Artusi,Boiled Chicken,,Pollo lesso,"Meat, poultry and game",,,,1,1,1
227,Artusi,Crescentine,,Crescentine,Side dishes,,,,3,6,0
228,Artusi,Donzelline stuffed with salted anchovies,,Donzelline ripiene di acciughe salate,Side dishes,,,6.0,7,6,4
229,Artusi,Aromatic Donzelline,,Donzelline aromatiche,Side dishes,,,4.0,5,7,4
230,Artusi,Semolina Gnocchi,,Gnocchi di semolino,Side dishes,,,,7,6,6
231,Artusi,Gnocchi alla romana,,Gnocchi alla romana,Side dishes,,,4.0,9,7,4
232,Artusi,Yellow Polenta with Sausages,,Polenta di farina gialla colle salsicce,Side dishes,,,,6,6,6
233,Artusi,Polenta Pasticciata,,Polenta pasticciata,Side dishes,,,,9,8,5
234,Artusi,Maccheroni with Balsamella,,Maccheroni colla balsamella,Side dishes,,,,8,8,5
235,Artusi,Maccheroni with breadcrumbs,,Maccheroni col pangrattato,Side dishes,,,,8,8,7
236,Artusi,Dressed Lamb Chops,,Costolette d'agnello vestite,Side dishes,,,,7,13,8
237,Artusi,Cutlets in Paper (Costolette en Papillote),,Costolette nella carta,Side dishes,,,,9,9,4
238,Artusi,Salami dal sugo di Ferrara,,Salami dal sugo di ferrara,Side dishes,,,,4,2,2
239,Artusi,Stuffed Bread Rolls,,Pagnottelle ripiene,Side dishes,,,,7,11,4
240,Artusi,"Sweet Flour Migliaccio, commonly called Castagnaccio",,Migliaccio di farina dolce volgarmente detto castagnaccio,Side dishes,,,,6,8,4
241,Artusi,Yellow Cornmeal Migliaccio I,,Migliaccio di farina gialla I,Side dishes,,,,10,6,4
242,Artusi,Cornmeal Migliaccio II,,Migliaccio di farina gialla II,Side dishes,,,,4,5,2
243,Artusi,Sausage with Eggs,,Salsiccia colle uova,Side dishes,,,1.0,5,5,4
244,Artusi,Sausage with Grapes,,Salsiccia coll'uva,Side dishes,,,,4,3,3
245,Artusi,Rice as a side dish,,Riso per contorno,Side dishes,,,,5,7,4
246,Artusi,Pan-baked Artichokes,,Carciofi in teglia,Side dishes,,,,6,6,2
247,Artusi,Cacimperio (Fondue),,Cacimperio,Side dishes,,,6.0,8,5,5
248,Artusi,Tomato Tortino,,Tortino di pomodori,Side dishes,,,,5,13,5
249,Artusi,Ricotta Patties,,Tortini di ricotta,Side dishes,,,,6,9,2
250,Artusi,Three-colored Crostini,,Crostini di tre colori,Side dishes,,,,7,6,2
251,Artusi,Mayonnaise Salad,,Insalata maionese,Side dishes,,,7.0,7,14,5
252,Artusi,Booklet Pizza,,Pizza a libretti,Side dishes,,,4.0,8,7,1
253,Artusi,Veal Pot Roast (Stracotto di Vitella),,Stracotto di vitella,"Meat, poultry and game",,,,9,17,3
254,Artusi,Bizarre-style Pot Roast,,Stracotto alla bizzarra,"Meat, poultry and game",,,,9,12,4
255,Artusi,Fricandò,,Fricandò,"Meat, poultry and game",,,,8,11,3
256,Artusi,Fricassee,,Fricassea,"Meat, poultry and game",,,,8,15,4
257,Artusi,Cibreo,,Cibreo,"Meat, poultry and game",,,1.0,4,11,4
258,Artusi,Stuffed Boneless Chicken,,Pollo disossato ripieno,"Meat, poultry and game",,,,11,17,4
259,Artusi,Chicken Soufflé,,Souffletdi pollo,"Meat, poultry and game",,,,8,7,5
260,Artusi,Stewed Pullet with a Side of Rice,,Pollastra in umido col contorno di riso,"Meat, poultry and game",,,3.0,10,13,4
261,Artusi,Stewed Stuffed Beef Braciole,,Braciuola di manzo ripiena in umido,"Meat, poultry and game",,,,2,4,1
262,Artusi,Sautéed Beef Chop,,Braciuola di manzo alla sauté,"Meat, poultry and game",,,1.0,5,7,2
263,Artusi,Country-style Chicken,,Pollo alla contadina,"Meat, poultry and game",,,,6,13,3
264,Artusi,Chicken with Marsala,,Pollo colla marsala,"Meat, poultry and game",,,,8,7,1
265,Artusi,Chicken with Sausages,,Pollo colle salsicce,"Meat, poultry and game",,,,3,8,2
266,Artusi,Chicken in Egg Sauce,,Pollo in salsa d'uovo,"Meat, poultry and game",,,,9,8,6
267,Artusi,Chicken with Cream,,Pollo con la panna,"Meat, poultry and game",,,,5,8,3
268,Artusi,Pollo alla marengo,,Pollo alla marengo,"Meat, poultry and game",,,,5,11,3
269,Artusi,Sautéed Chicken Breasts,,Petti di pollo allasauté,"Meat, poultry and game",,,4.0,10,13,3
270,Artusi,Mallard or Wild Duck I,,Germano ossia anatra selvatica I,"Meat, poultry and game",,,,9,16,3
271,Artusi,Stewed Mallard II,,Germano in umido II,"Meat, poultry and game",,,,5,10,5
272,Artusi,Domestic Duck,,Anatra domestica,"Meat, poultry and game",,,,8,12,5
273,Artusi,Domestic duck with a side of rice,,Anatra domestica col contorno di riso,"Meat, poultry and game",,,,9,15,3
274,Artusi,Goose Liver,,Fegato d'oca,"Meat, poultry and game",,,,4,5,1
275,Artusi,Stewed Coot,,Folaghe in umido,"Meat, poultry and game",,,5.0,12,15,5
276,Artusi,Stewed Pigeons,,Piccioni in umido,"Meat, poultry and game",,,2.0,8,11,1
277,Artusi,English-Style Pigeon or Pigeon Pie,,Piccione all'inglese o piccion paio,"Meat, poultry and game",,,,12,19,6
278,Artusi,Stewed Pigeon,,Manicaretto di piccioni,"Meat, poultry and game",,,2.0,10,15,2
279,Artusi,Pigeon Timballo,,Timballo di piccioni,"Meat, poultry and game",,,10.0,11,18,6
280,Artusi,Thrushes with Olives,,Tordi colle olive,"Meat, poultry and game",,,,4,2,2
281,Artusi,Mock Thrushes,,Tordi finti,"Meat, poultry and game",,,6.0,7,11,2
282,Artusi,Stewed Starlings,,Storni in istufa,"Meat, poultry and game",,,,6,12,3
283,Artusi,Birds in Salmis,,Uccelli in salmì,"Meat, poultry and game",,,,8,14,6
284,Artusi,Hare Stew,,Stufato di lepre,"Meat, poultry and game",,,,6,15,3
285,Artusi,Sweet and Sour Wild Boar (Cignale dolce-forte),,Cignale dolce-forte,"Meat, poultry and game",,,,8,17,4
286,Artusi,Wild Boar Cooked Between Two Fires,,Cignale fra due fuochi,"Meat, poultry and game",,,,8,9,5
287,Artusi,Hunter-Style Fallow Deer Chops,,Costolette di daino alla cacciatora,"Meat, poultry and game",,,,3,8,2
288,Artusi,Stewed Rabbit,,Coniglio in umido,"Meat, poultry and game",,,,1,0,0
289,Artusi,Sweet and Sour Tongue (Lingua dolce-forte),,Lingua dolce-forte,"Meat, poultry and game",,,,3,2,2
290,Artusi,Ox Tongue in Meat Sauce,,Lingua di bue al sugo di carne,"Meat, poultry and game",,,,8,8,5
291,Artusi,Sautéed Kidneys,,Arnioni saltati,"Meat, poultry and game",,,,7,9,3
